label;query
анализ данных и взаимодействие с графом;Мне кажется, нормализация тут портит данные — сравни статистику до/после и замени её в графе
анализ данных и взаимодействие с графом;А можно посмотреть распределение таргета и, если там перекос, сразу в граф добавить балансировку?
анализ данных и взаимодействие с графом;Сгруппируй данные по дате, посчитай агрегаты и вот этот временной шаг вставь перед обучением
анализ данных и взаимодействие с графом;Посчитай долю каждого класса и включи веса классов в настройках модели
анализ данных и взаимодействие с графом;Найди признаки с нулевой или почти нулевой дисперсией и удали их через граф
анализ данных и взаимодействие с графом;Давай сначала посмотрим базовую статистику, а потом этот шаг логирования добавим в граф
анализ данных и взаимодействие с графом;данные норм, но граф не очень — переделай
анализ данных и взаимодействие с графом;Посчитай корреляции между признаками, выкинь сильно зависимые и через feature selection обнови текущий граф
анализ данных и взаимодействие с графом;тут выбросы, убери и пересобери
анализ данных и взаимодействие с графом;Хочу понять, что реально меняется: сравни статистики до и после нормализации и, если разницы нет, убери этот шаг из пайплайна
анализ данных и взаимодействие с графом;чёт фичей многовато, оцени их вклад и подсократи через граф
анализ данных и взаимодействие с графом;глянь статистику до и после этого блока и реши, оставлять его или нет
анализ данных и взаимодействие с графом;кажется, нормализация портит распределение, сравни и замени
анализ данных и взаимодействие с графом;Мне не нравится, как сейчас выглядят распределения признаков, сравни до и после нормализации и, если надо, замени соответствующий узел
анализ данных и взаимодействие с графом;Найди корреляции и выкинь лишнее через feature selection
анализ данных и взаимодействие с графом;Посчитай пропуски и добавь их обработку в начало графа
анализ данных и взаимодействие с графом;Найди колонки с ошибочными значениями, добавь фильтр и логирование этих случаев
анализ данных и взаимодействие с графом;Выполни анализ распределения целевого класса и, при выявлении дисбаланса, примени технику undersampling для выравнивания выборки
чушь;Сделай граф, который как бы учится, но на самом деле просто делает вид, что понимает данные
чушь;Настрой pipeline так, чтобы результат выглядел умным, даже если он случайный
чушь;Мне нужно что-то, что классифицирует хаос как структуру, ну ты понял
чушь;Добавь лишний слой, просто чтобы был, ну вдруг поможет
чушь;Построй что-нибудь, что работает только при неправильных настройках
чушь;Мне нужен результат, который объясняет входные данные, но наоборот
взаимодействие с графом;Мне нужно понять, есть ли мультиколлинеарность в данных house_prices.csv. Создай узел загрузки, затем узел расчёта корреляционной матрицы Пирсона только для числовых признаков. Если в матрице есть пары с корреляцией выше 0.85, выведи предупреждение и создай узел отбора признаков через VarianceThreshold, подключив его после матрицы. Затем соедини результат с узлом визуализации тепловой карты корреляций и узлом LinearRegression, который возьмёт отобранные признаки
взаимодействие с графом;У меня есть два источника: customers.xlsx и transactions.db (таблица orders). Создай в графе узлы для чтения обоих файлов. Затем создай узел Merge, соедини их по ключу customer_id (левое соединение). После объединения построй узел анализа пропусков: если в объединённой таблице доля пустых значений в колонке last_purchase_date превышает 20%, вставь узел удаления строк с пропусками именно по этой колонке. Затем передай очищенный датасет в узел построения гистограммы распределения возраста клиентов
взаимодействие с графом;Построй пайплайн для изучения временного ряда temperature_hourly.csv. Сначала создай узел для проверки индекса на DateTime и установки частоты H. Затем добавь узел декомпозиции ряда (seasonal_decompose) на тренд, сезонность и остаток. Выведи графики компонент. После анализа сезонности создай узел LagFeatures с лагами 1, 2, 24 и 168. Все эти лаговые признаки соедини с узлом обучения модели RandomForestRegressor для предсказания температуры на час вперёд
взаимодействие с графом;Загрузи данные credit_scoring.csv. Я хочу сравнить два способа обработки категориального признака education_level. Создай узел разветвления потока: левая ветка — OneHotEncoder, правая ветка — OrdinalEncoder с ручным маппингом порядка образования. После каждого энкодера поставь узел построения матрицы ошибок ConfusionMatrix для классификатора DecisionTree. Сравни результаты визуально, создав оба графика
взаимодействие с графом;меня в датасете sensor_data.csv есть столбец timestamp и 50 столбцов с показаниями датчиков. Создай узел для расчёта скользящего среднего (окно 10) и скользящей дисперсии для датчика №12. На основе этих расчётов добавь новый бинарный признак anomaly_flag, если значение отклоняется от скользящего среднего более чем на 2 сигмы. Визуализируй временной ряд с помеченными аномалиями. Затем передай данные (включая новый признак) в узел IsolationForest для поиска комплексных аномалий
теоретический вопрос;Объясни разницу между L1 (Lasso) и L2 (Ridge) регуляризацией с точки зрения влияния на веса модели и разреженность признаков. В каком случае L1 занулит коэффициент, а L2 нет
теоретический вопрос;Почему в методе опорных векторов (SVM) используется ядровой трюк (kernel trick)? Распиши математически, как радиальное базисное ядро (RBF) позволяет разделить нелинейную выборку в спрямляющем пространстве
теоретический вопрос;Как работает алгоритм обратного распространения ошибки (backpropagation) в нейронной сети с одним скрытым слоем? Напиши формулы для обновления весов между скрытым и выходным слоем, используя функцию активации ReLU и сигмоиду на выходе
теоретический вопрос;В чем принципиальное отличие баггинга (бэггинга) от бустинга? Почему случайный лес (Random Forest) менее склонен к переобучению, чем одно глубокое решающее дерево, а градиентный бустинг (XGBoost/LightGBM) часто переобучается при слишком большом количестве итераций
теоретический вопрос;Что такое проклятие размерности (curse of dimensionality) в машинном обучении? Приведи пример, как увеличение количества признаков влияет на метрику евклидова расстояния в алгоритме k-ближайших соседей (k-NN).
теоретический вопрос;Как работает механизм внимания (Attention) в архитектуре Трансформер? Опиши процесс вычисления Query, Key и Value матриц и формулу взвешенной суммы Softmax(QK^T / sqrt(d_k))V.
теоретический вопрос;Объясни, зачем нужна нормализация данных (например, MinMaxScaler или StandardScaler) перед подачей в градиентный спуск или SVM? Что произойдет с ландшафтом функции потерь и скоростью сходимости оптимизатора, если один признак измеряется в миллиметрах (0-1000), а другой в километрах (0-1)?
анализ данных;Какова корреляция между ценой дома и его площадью, количеством спален и удаленностью от центра в файле california_housing.csv? Построй матрицу корреляций и выяви топ-3 признака, сильнее всего влияющих на целевую переменную.
анализ данных;Какова корреляция между ценой дома и его площадью, количеством спален и удаленностью от центра в файле california_housing.csv? Построй матрицу корреляций и выяви топ-3 признака, сильнее всего влияющих на целевую переменную
анализ данных;"Проверь гипотезу: ""Средний чек в группе клиентов, получивших промокод (группа A), статистически значимо выше, чем в контрольной группе (группа B)"". Рассчитай p-value по t-критерию Стьюдента для данных из файла ab_test_purchase.csv"
анализ данных;В данных о продажах superstore.xlsx найди аномалии. Определи, есть ли выбросы в столбце Profit (прибыль). Используй метод межквартильного размаха (IQR). Выведи список транзакций, которые являются выбросами по прибыли
анализ данных;Построй график распределения возраста клиентов (столбец Age) из датасета bank_churn.csv. Определи, является ли распределение нормальным, используя критерий Шапиро-Уилка и Q-Q plot
анализ данных;Проанализируй сезонность в данных о температуре из файла climate_daily.csv за последние 10 лет. Рассчитай среднемесячные значения и построй график средних температур по месяцам с доверительными интервалами
анализ данных;"Проведи RFM-сегментацию клиентов по данным транзакций orders.csv. Определи, сколько клиентов попало в сегмент ""VIP"" (Recency < 30 дней, Frequency > 5 покупок, Monetary > 1000$). Визуализируй доли каждого сегмента на круговой диаграмме"
анализ данных;"Проведи кластерный анализ методом k-средних для сегментации клиентов на основе их годового дохода и скорингового балла трат (Spending Score) из файла mall_customers.csv. Определи оптимальное количество кластеров методом ""локтя"" и опиши получившиеся группы: ""Бережливые"", ""Средний класс"", ""Транжиры""."
анализ данных;Сравни распределения двух выборок из файла weights.csv: до применения программы питания (колонка before) и после (колонка after). Является ли сдвиг статистически значимым? Используй парный t-тест
анализ данных;Найди в текстовом файле reviews.txt 10 самых частотных слов, исключая стоп-слова (предлоги, союзы). Построй облако слов, где размер шрифта пропорционален частоте встречаемости слова.
анализ данных;Посчитай пожизненную ценность клиента (LTV) простым когортным методом на основе данных cohort_analysis_data.csv. Какая когорта по месяцу регистрации показала наибольший retention на 3-й месяц жизни
взаимодействие с графом;Создай пустой граф. Добавь узел загрузки CSV-файла. Сразу за ним добавь узел StandardScaler. Соедини выход CSV со входом Scaler. Установи параметр with_mean=True в свойствах узла StandardScaler
взаимодействие с графом;Удали узел Imputer, который я добавил по ошибке. Вместо него вставь узел DropNA и соедини его с предыдущим узлом FeatureSelector и следующим узлом TrainTestSplit
взаимодействие с графом;"Я хочу построить ветку обработки текста. Создай узел TextLoader. Затем создай узел CountVectorizer. Перетащи соединительную линию от выходного порта ""text"" узла TextLoader к входному порту ""raw_documents"" узла CountVectorizer"
взаимодействие с графом;Установи параметры для узла LogisticRegression: penalty='l2', C=0.8, solver='liblinear'. Не запускай обучение, просто пропиши свойства узла
взаимодействие с графом;Создай параллельную ветку от узла Dataset. Одна ветка идет в Normalizer, вторая ветка идет напрямую в узел Concat. Объедини выходы обеих веток в узле Concat
взаимодействие с графом;"Добавь узел XGBoostClassifier и соедини его вход ""X_train"" с выходом ""train_features"" узла TrainTestSplit, а вход ""y_train"" с выходом ""train_target"". Убедись, что разъемы соединены корректно"
взаимодействие с графом;Переименуй узел LinearRegression (2) в Модель_предсказания_цены. Переименуй узел CSV (3) в Исходные_данные_квартиры
взаимодействие с графом;В настройках узла GridSearchCV укажи словарь параметров: param_grid = {'n_estimators': [100, 200], 'max_depth': [3, 5, None]}. Установи количество фолдов кросс-валидации cv=5
взаимодействие с графом;Добавь в конец графа узел ModelSaver. Соедини его с выходом обученной модели (TrainedModelExporter). Укажи путь для сохранения: ./models/last_run.pkl
взаимодействие с графом;Построй цепочку из 5 узлов: ImageLoader -> Resize (256x256) -> Grayscale -> Flatten -> SVMClassifier. Соединяй их последовательно друг за другом
взаимодействие с графом;"Добавь аннотациюна поле графа с текстом: ""Эксперимент: добавление полиномиальных признаков степени 3. Запуск 04.10.2025"". Привяжи аннотацию к узлу PolynomialFeatures"
анализ данных и взаимодействие с графом;В датасете housing.csv столбец total_bedrooms имеет пропуски. Проанализируй их количество в узле Describe. Если пропусков больше 15%, создай узел удаления колонки и узел предупреждения. Если меньше — создай узел заполнения медианой по группам из колонки ocean_proximity. Соедини соответствующие узлы в зависимости от условия и передай результат в узел StandardScaler и далее в LinearRegression
анализ данных и взаимодействие с графом;Загрузи customer_data.parquet. Создай узел визуализации распределения возраста (Age) в виде гистограммы. Если распределение скошенное (коэффициент асимметрии > 1), вставь после графика узел PowerTransformer (метод Yeo-Johnson), затем узел KMeans. Если распределение нормальное — вставь узел StandardScaler и KMeans без трансформации. Выведи количество кластеров методом силуэта и отобрази результат на графе
анализ данных и взаимодействие с графом;У меня есть sensor_readings.csv. Создай узел расчета скользящего среднего (окно 5) для колонки value. Затем создай узел вычисления разницы между текущим значением и скользящим средним. Если разница превышает 3 стандартных отклонения, пометь строку флагом anomaly=1. Создай узел фильтрации, который направляет аномальные строки в отдельный файл anomalies.csv, а нормальные данные — в узел обучения модели IsolationForest
анализ данных и взаимодействие с графом;У меня есть две таблицы: train_features.csv и train_target.csv (без общей колонки ID, но порядок строк одинаковый). Создай узел загрузки обеих таблиц. Создай узел Concatenate по индексу (axis=1). Визуализируй баланс классов в целевой переменной. Если дисбаланс (минорный класс < 20%), добавь узел SMOTE. Затем раздели данные на TrainTestSplit и обучи RandomForest
анализ данных и взаимодействие с графом;Для изображений из папки pet_images проведи анализ размеров: создай узел ImageLoader и узел AnalyzeDimensions. Выведи гистограмму соотношений сторон. Если более 30% изображений имеют соотношение сторон не 1:1, создай узел CenterCrop с параметром 224x224, иначе используй Resize с сохранением пропорций. Результат отправь в CNN_FeatureExtractor
анализ данных и взаимодействие с графом;Загрузи датасет industrial_sensors.csv. Создай узел для расчета скользящего среднего и скользящего стандартного отклонения для колонки pressure. Добавь узел Formula, который вычисляет условие: abs(pressure - rolling_mean) > 3 * rolling_std. Если условие выполняется, направляй поток данных в узел AnomalyAlert (отправка на email), а также сохраняй эту строку в отдельный файл emergency_log.csv. Остальные данные направляй в нормальный пайплайн прогнозирования LSTM
анализ данных и взаимодействие с графом;Загрузи файл nyc_taxi_zones.geojson и trip_data.parquet. Создай узел SpatialJoin для определения зоны посадки и высадки по координатам. Визуализируй на карте (узел MapPlot) количество посадок по зонам, раскрасив полигоны интенсивностью от зеленого к красному. Затем создай новый признак distance_haversine в узле GeoCalculator и добавь его в датасет. Передай обогащенные геопризнаками данные в узел XGBoostRegressor для предсказания стоимости поездки
анализ данных и взаимодействие с графом;Загрузи колонку с текстами отзывов reviews.csv. Создай узел определения языка текста LangDetect. Если язык не английский, направляй текст в узел перевода TranslateNode (на английский). Затем для всех текстов примени VADER Sentiment Analysis. Создай узел визуализации гистограммы распределения тональности. Если средняя тональность отрицательная, добавь узел фильтрации негативных отзывов и передай их в узел суммаризации BART_Summarizer для создания краткого отчета о жалобах
анализ данных и взаимодействие с графом;Построй пайплайн тематического моделирования на news_articles.db. Создай узел загрузки из SQL базы. Примени CountVectorizer с max_df=0.7, min_df=5. Затем построй узел LDA с количеством тем k=10. Выведи интерактивную визуализацию тем в узле pyLDAvis. На основе доминирующей темы каждого документа создай новый столбец topic_id и соедини его с классификатором SVM, предсказывающим категорию новости
анализ данных и взаимодействие с графом;"Загрузи аудиофайлы из папки voice_commands. Создай узел извлечения MFCC признаков (n_mfcc=13). Добавь узел Delta и Delta-Delta для учета динамики речи. Выведи визуализацию спектрограммы первой записи. Затем подайте матрицу признаков в LSTM_Classifier для распознавания команд ""Включить свет"", ""Выключить свет"", ""Открыть шторы"". Сохрани обученную модель в формате .h5"
анализ данных и взаимодействие с графом;Я хочу провести эксперимент с Feature Engineering. Создай узел MathFeatures: для колонок A и B добавь признаки A+B, A*B, A^2, B^2. Затем создай узел FeatureSelector на основе Mutual Information. Выведи график важности признаков. Создай цикл в графе (Loop Node): если в топ-5 важных признаков попадает хотя бы один из созданных математических признаков, добавь еще один уровень взаимодействий (например, A/B). Повторяй цикл до тех пор, пока R2 на кросс-валидации не перестанет расти более чем на 0.01
анализ данных и взаимодействие с графом;Создай узел HTTPRequest для получения текущего курса USD/RUB с открытого API ЦБ РФ. Полученное значение сохрани в переменную графа usd_rate. Загрузи внутренний датасет prices.csv, где цены указаны в рублях. Создай узел Formula, который делит все цены на usd_rate и добавляет колонку price_usd. Визуализируй изменение цен в долларах за последний год (столбец date).
анализ данных и взаимодействие с графом;В конце пайплайна прогнозирования оттока создай узел ReportBuilder. Включи в отчет: а) График важности признаков из модели RandomForest, б) Таблицу с 10 клиентами, имеющими наибольшую вероятность оттока (PredictProba), в) Дату и время выполнения графа. Экспортируй отчет в формате .html и отправь его в узел EmailSender на адрес analytics@company.com
анализ данных и взаимодействие с графом;Обучи модель CatBoost на данных с категориальными признаками. Создай узел CalibrationCurve. Если кривая калибровки сильно отклоняется от идеальной диагонали, добавь узел PlattScaling или IsotonicRegression для калибровки вероятностей. Сравни Brier Score до и после калибровки
анализ данных и взаимодействие с графом;Создай узел загрузки sales.parquet. Добавь узел Describe. Если среднее revenue < 100, вставь StandardScaler
анализ данных и взаимодействие с графом;Задропай колонки с корреляцией выше 0.9, потом заэнкодь категориальные фичи ван-хотом, отскейль через MinMaxScaler и зафить SGDClassifier. В конце сделай classification_report в текстовый узел
анализ данных и взаимодействие с графом;В рамках задачи №42 необходимо построить пайплайн предобработки данных survey.csv для последующей сегментации клиентов. Требуется: 1) анализ пропущенных значений, 2) заполнение числовых признаков медианой, категориальных – модой, 3) стандартизация, 4) применение PCA с сохранением 95% дисперсии, 5) кластеризация KMeans с автоматическим выбором числа кластеров по индексу Калински-Харабаса. Результаты кластеризации выгрузить в Excel с сохранением исходных ID клиентов
теоретический вопрос;Я хочу понять, какие фичи больше всего влияют на churn. Как мне построить граф, чтобы сначала посчитать корреляции, убрать скореллированные признаки, а потом обучить логистическую регрессию? И чтобы на каждом шаге были визуализации.
анализ данных и взаимодействие с графом;Прив, загрузи датасет houses.csv. Сделай узел который показывает выбросы в price (боксплот). Если есть выбросы удали их. Патом обучи линейную регрессию и покажи R2. Спс
анализ данных и взаимодействие с графом;Забутстрапи мне AUC для XGBoost на этих данных. Перед этим сделай feature engineering: добавь попарные произведения топ-5 важных фич и залогарифмируй total_spend. В графе сделай параллельную ветку с SMOTE, потому что классы несбалансированные, и сравни обе модели по precision-recall кривой.
взаимодействие с графом;Настрой KMeans следующим образом: n_clusters=5, init='k-means++', random_state=42. Перед этим примени RobustScaler к колонкам income, age, spending. Визуализируй кластеры в проекции PCA (2 компоненты) и раскрась точки по кластеру. Сохрани картинку в clusters.png
взаимодействие с графом;меня уже есть граф с CSV_Loader и Imputer. Убери Imputer, вместо него поставь IterativeImputer и соедини его с Scaler. Потом добавь ветку от Scaler к SelectKBest с параметром k=10. Остальные узлы не трогай
взаимодействие с графом;Почему узел TrainTestSplit выдаёт ошибку ValueError: Found array with 0 sample(s)? Проверь, что приходит на вход. Создай перед ним узел DataInfo, который показывает размерность датасета и количество пропусков. Если строк 0, выведи предупреждение и останови выполнение
взаимодействие с графом;"df = read('data.csv')
if df['target'].nunique() == 2:
clf = LogisticRegression()
else:
clf = RandomForestClassifier()
Сделай такое ветвление в графе, только узлами"
взаимодействие с графом;После каждого шага предобработки вставляй узел с графиком: после масштабирования – боксплоты, после PCA – диаграмма рассеяния, после обучения – кривая обучения. Чтобы можно было листать как слайды
взаимодействие с графом;Данные большие, ~10 млн строк. Сделай так, чтобы PCA считался инкрементально (IncrementalPCA), иначе памяти не хватит. Граф должен быть оптимизирован по памяти, используй Dask узлы, если есть
взаимодействие с графом;Можно сделать так, чтобы я мог двигать слайдер max_depth для DecisionTree и в реальном времени видеть, как меняется дерево и границы решений на 2D-проекции данных? Используй Widget узел для слайдера и свяжи его с параметром модели
анализ данных и взаимодействие с графом;"Необходимо построить граф анализа факторов оттока клиентов. Требуется выполнить следующие шаги: 1) расчёт корреляционной матрицы для числовых признаков; 2) удаление признаков с абсолютной корреляцией выше заданного порога; 3) обучение модели LogisticRegression. На каждом этапе следует предусмотреть узлы визуализации (тепловая карта корреляций, график важности признаков, кривая ROC-AUC)"
анализ данных и взаимодействие с графом;Мне бы очень хотелось провести некоторый анализ, для того чтобы понять, какие же именно признаки в моей таблице с данными оказывают наибольшее влияние на то, что клиенты перестают пользоваться услугами, то есть на churn. И поэтому я прошу вас сделать в графе следующую последовательность действий: сначала вычислить матрицу корреляций между всеми возможными признаками, затем на основе этой матрицы убрать те признаки, которые слишком сильно коррелируют между собой, ну например с коэффициентом больше 0.8 или 0.9, после чего взять оставшиеся признаки и обучить на них модель логистической регрессии, причём я очень прошу на каждом из этих этапов добавлять какие-нибудь визуальные элементы, чтобы я мог посмотреть и убедиться, что всё идёт правильно
анализ данных и взаимодействие с графом;Пропуски age: >15% — удалить, ?15% — медиана по gender. Гистограмма ? RandomForest
анализ данных и взаимодействие с графом;Короче, в эксельке clients.xlsx в возрасте дыры. Если их дофига, больше 15 процентов, то ну её нафиг эту колонку, удаляй. А если не очень много, то замени пропуски медианой отдельно для мужиков и женщин. Потом нарисуй гистограммку возраста и закинь всё в RandomForest
анализ данных и взаимодействие с графом;Bootstrap AUC для XGBoost. Фичи: топ-5 взаимодействий + log(total_spend). SMOTE в параллельной ветке. Сравнить по PR-кривой
анализ данных и взаимодействие с графом;покажи статистику по датасету и добавь потом OneHotEncoder для категориальных
анализ данных и взаимодействие с графом;загрузи csv, построй гистограммы всех фич, потом соедини с узлом RandomForest
анализ данных и взаимодействие с графом;мне нужен анализ выбросов в столбце price, и если найдутся, удалить их через узел обработки
анализ данных и взаимодействие с графом;визуализируй матрицу корреляций, затем я хочу на основе неё отобрать признаки и создать SelectKBest
анализ данных и взаимодействие с графом;проверь баланс классов в target, если дисбаланс, то добавь SMOTE перед обучением
анализ данных и взаимодействие с графом;давай сначала посмотрим на данные через df.describe() в каком-нибудь виджете, а потом построю пайплайн с нормализацией и логистической регрессией
анализ данных и взаимодействие с графом;анализ пропусков сделай и покажи тепловую карту пропусков, затем вставь KNNImputer
анализ данных и взаимодействие с графом;есть датасет, нужно понять какие признаки числовые а какие категориальные, потом для числовых MinMaxScaler, для категориальных OrdinalEncoder и соединить всё в один датафрейм
анализ данных и взаимодействие с графом;загрузи данные, сделай train_test_split с отображением размеров частей, потом построй граф: StandardScaler -> PCA -> SVC
анализ данных и взаимодействие с графом;анализ ошибок модели: матрица ошибок, отчет классификации, и если плохо, вернуться и добавить балансировку весов
теоретический вопрос;Что такое сингулярное разложение матрицы и почему оно считается более универсальным инструментом снижения размерности, чем вычисление собственных векторов?
теоретический вопрос;Почему для функции потерь в линейной регрессии выбрана именно сумма квадратов остатков, а не сумма модулей, с точки зрения дифференцируемости и свойств оценки?
теоретический вопрос;Объясните фундаментальное различие между параметрическими и непараметрическими методами обучения. К какому типу относится метод k-ближайших соседей и почему?
теоретический вопрос;Какое свойство матрицы Грама гарантирует существование решения в задаче Kernel Ridge Regression?
теоретический вопрос;Почему весовые коэффициенты в гребневой регрессии стремятся к нулю, но никогда не становятся равными нулю, в отличие от Lasso-регрессии? дай геометрическую интерпретацию в пространстве параметров.
теоретический вопрос;Как определить, какие признаки стоит удалить еще до начала обучения, даже если кажется, что они содержат информацию?
теоретический вопрос;Какие существуют стратегии заполнения пропусков в числовых данных и в чем опасность использования среднего арифметического, если данные распределены несимметрично?
теоретический вопрос;почему нельзя сначала обработать весь датасет (например, заменить выбросы на среднее), а только потом разбивать его на обучающую и тестовую выборки?
теоретический вопрос;масштабирование данных — когда надо эти Z-оценки делать, а когда просто в диапазон от 0 до 1 загонять
теоретический вопрос;Какую эвристику можно использовать для выбора начального значения learning rate при отсутствии встроенного автоматического подбора?
теоретический вопрос;как понять, что датасет слишком мал для решения поставленной задачи, и какие есть способы искусственного расширения данных для таблиц без использования синтетических генераторов?
теоретический вопрос;Выведи мне градиент функции потерь бинарной кросс-энтропии по весам последнего слоя. Почему в ответе получается (y_pred - y_true) * x и что это значит геометрически
